HourOfYear,PV_kWh_per_kWp,,
2767,0.0271925,10.877,
2768,0.075185,30.074,
2769,0.0751575,30.063,
2770,0.0632,25.28,
2771,0.137745,55.098,
2772,0.1675325,67.013,
2773,0.138895,55.558,
2774,0.1838975,73.559,
2775,0.103755,41.502,
2776,0.2064075,82.563,
2777,0.1126025,45.041,
2778,0.1168975,46.759,
2779,0.05182,20.728,
2780,0.000497,0.1988,
2781,0,0,
2782,0,0,
2783,0,0,
2784,0,0,
2785,0,0,
2786,0,0,
2787,0,0,
2788,0,0,
2789,0,0,
2790,0.0379175,15.167,
2791,0.167845,67.138,
2792,0.2659,106.36,
2793,0.330125,132.05,
2794,0.26995,107.98,
2795,0.1500975,60.039,
2796,0.1863075,74.523,
2797,0.1722125,68.885,
2798,0.0696725,27.869,
2799,0.16981,67.924,
2800,0.1250575,50.023,
2801,0.1699725,67.989,
2802,0.1448875,57.955,
2803,0.0504175,20.167,
2804,0.00142825,0.5713,
2805,0,0,
2806,0,0,
2807,0,0,
2808,0,0,
2809,0,0,
2810,0,0,
2811,0,0,
2812,0,0,
2813,0,0,
2814,-0.000283,-0.1132,
2815,0.0284,11.36,
2816,0.060365,24.146,
2817,0.1591025,63.641,
2818,0.334275,133.71,
2819,0.2259925,90.397,
2820,0.3134,125.36,
2821,0.2771,110.84,
2822,0.092605,37.042,
2823,0.11674,46.696,
2824,0.1932425,77.297,
2825,0.2103075,84.123,
2826,0.2257675,90.307,
2827,0.1428975,57.159,
2828,0.01549625,6.1985,
2829,0,0,
2830,0,0,
2831,0,0,
2832,0,0,
2833,0,0,
2834,0,0,
2835,0,0,
2836,0,0,
2837,0,0,
2838,0.0111435,4.4574,
2839,0.06524,26.096,
2840,0.203425,81.37,
2841,0.3495,139.8,
2842,0.4296,171.84,
2843,0.26865,107.46,
2844,0.465625,186.25,
2845,0.344575,137.83,
2846,0.1427575,57.103,
2847,0.1063375,42.535,
2848,0.0899475,35.979,
2849,0.0822075,32.883,
2850,0.0555775,22.231,
2851,0.034435,13.774,
2852,0,0,
2853,0,0,
2854,0,0,
2855,0,0,
2856,0,0,
2857,0,0,
2858,0,0,
2859,0,0,
2860,0,0,
2861,0,0,
2862,0.00977225,3.9089,
2863,0.0433875,17.355,
2864,0.1134025,45.361,
2865,0.2529,101.16,
2866,0.528875,211.55,
2867,0.61985,247.94,
2868,0.6705,268.2,
2869,0.680875,272.35,
2870,0.654525,261.81,
2871,0.5891,235.64,
2872,0.486475,194.59,
2873,0.35685,142.74,
2874,0.2414025,96.561,
2875,0.127615,51.046,
2876,0.01638825,6.5553,
2877,0,0,
2878,0,0,
2879,0,0,
2880,0,0,
2881,0,0,
2882,0,0,
2883,0,0,
2884,0,0,
2885,0,0,
2886,0.01518025,6.0721,
2887,0.0875475,35.019,
2888,0.14957,59.828,
2889,0.2209475,88.379,
2890,0.266625,106.65,
2891,0.380075,152.03,
2892,0.431,172.4,
2893,0.290575,116.23,
2894,0.2749,109.96,
2895,0.259275,103.71,
2896,0.2367175,94.687,
2897,0.13737,54.948,
2898,0.0967825,38.713,
2899,0.04604,18.416,
2900,0,0,
2901,0,0,
2902,0,0,
2903,0,0,
2904,0,0,
2905,0,0,
2906,0,0,
2907,0,0,
2908,0,0,
2909,0,0,
2910,0.00017225,0.0689,
2911,0.0290525,11.621,
2912,0.046275,18.51,
2913,0.0893625,35.745,
2914,0.36025,144.1,
2915,0.3624,144.96,
2916,0.14971,59.884,
2917,0.16552,66.208,
2918,0.1420675,56.827,
2919,0.122985,49.194,
2920,0.111605,44.642,
2921,0.07327,29.308,
2922,0.036985,14.794,
2923,0.03278,13.112,
2924,0.001378,0.5512,
2925,0,0,
2926,0,0,
2927,0,0,
2928,0,0,
2929,0,0,
2930,0,0,
2931,0,0,
2932,0,0,
2933,0,0,
2934,0.0020875,0.835,
2935,0.0494625,19.785,
2936,0.1451075,58.043,
2937,0.367375,146.95,
2938,0.506625,202.65,
2939,0.5702,228.08,
2940,0.5563,222.52,
2941,0.443775,177.51,
2942,0.45115,180.46,
2943,0.30245,120.98,
2944,0.15983,63.932,
2945,0.0734225,29.369,
2946,0.05139,20.556,
2947,0.0356175,14.247,
2948,0.001245,0.498,
2949,0,0,
2950,0,0,
2951,0,0,
2952,0,0,
2953,0,0,
2954,0,0,
2955,0,0,
2956,0,0,
2957,0,0,
2958,0.00876775,3.5071,
2959,0.061895,24.758,
2960,0.1673275,66.931,
2961,0.20446,81.784,
2962,0.323025,129.21,
2963,0.29885,119.54,
2964,0.24067,96.268,
2965,0.199965,79.986,
2966,0.24324,97.296,
2967,0.13126,52.504,
2968,0.1607875,64.315,
2969,0.0808075,32.323,
2970,0.054025,21.61,
2971,0.042435,16.974,
2972,0.0001045,0.0418,
2973,0,0,
2974,0,0,
2975,0,0,
2976,0,0,
2977,0,0,
2978,0,0,
2979,0,0,
2980,0,0,
2981,0,0,
2982,0.0020005,0.8002,
2983,0.02122325,8.4893,
2984,0.05006,20.024,
2985,0.095265,38.106,
2986,0.153095,61.238,
2987,0.1653775,66.151,
2988,0.2343225,93.729,
2989,0.1380775,55.231,
2990,0.1160975,46.439,
2991,0.1089525,43.581,
2992,0.121825,48.73,
2993,0.1258725,50.349,
2994,0.1464775,58.591,
2995,0.144145,57.658,
2996,0.00703775,2.8151,
2997,0,0,
2998,0,0,
2999,0,0,
3000,0,0,
3001,0,0,
3002,0,0,
3003,0,0,
3004,0,0,
3005,0,0,
3006,0.0322075,12.883,
3007,0.142385,56.954,
3008,0.22039,88.156,
3009,0.3857,154.28,
3010,0.53975,215.9,
3011,0.630275,252.11,
3012,0.643925,257.57,
3013,0.5023,200.92,
3014,0.576675,230.67,
3015,0.48655,194.62,
3016,0.345675,138.27,
3017,0.252525,101.01,
3018,0.240435,96.174,
3019,0.14172,56.688,
3020,0.02257325,9.0293,
3021,0,0,
3022,0,0,
3023,0,0,
3024,0,0,
3025,0,0,
3026,0,0,
3027,0,0,
3028,0,0,
3029,0,0,
3030,0.01060875,4.2435,
3031,0.0862525,34.501,
3032,0.2476775,99.071,
3033,0.38215,152.86,
3034,0.49085,196.34,
3035,0.4708,188.32,
3036,0.57345,229.38,
3037,0.353775,141.51,
3038,0.3415,136.6,
3039,0.315975,126.39,
3040,0.264925,105.97,
3041,0.1515125,60.605,
3042,0.143525,57.41,
3043,0.06652,26.608,
3044,0.00677975,2.7119,
3045,0,0,
3046,0,0,
3047,0,0,
3048,0,0,
3049,0,0,
3050,0,0,
3051,0,0,
3052,0,0,
3053,0,0,
3054,0.00861175,3.4447,
3055,0.032685,13.074,
3056,0.07777,31.108,
3057,0.1554125,62.165,
3058,0.197675,79.07,
3059,0.16375,65.5,
3060,0.1925325,77.013,
3061,0.1774275,70.971,
3062,0.12121,48.484,
3063,0.115675,46.27,
3064,0.126605,50.642,
3065,0.170585,68.234,
3066,0.1625125,65.005,
3067,0.0741725,29.669,
3068,0.015221,6.0884,
3069,0,0,
3070,0,0,
3071,0,0,
3072,0,0,
3073,0,0,
3074,0,0,
3075,0,0,
3076,0,0,
3077,0,0,
3078,0.0575725,23.029,
3079,0.2053325,82.133,
3080,0.310525,124.21,
3081,0.441875,176.75,
3082,0.5609,224.36,
3083,0.6466,258.64,
3084,0.654525,261.81,
3085,0.457575,183.03,
3086,0.395425,158.17,
3087,0.27145,108.58,
3088,0.275725,110.29,
3089,0.204585,81.834,
3090,0.187345,74.938,
3091,0.0977125,39.085,
3092,0.01923225,7.6929,
3093,0,0,
3094,0,0,
3095,0,0,
3096,0,0,
3097,0,0,
3098,0,0,
3099,0,0,
3100,0,0,
3101,0,0,
3102,0.0426525,17.061,
3103,0.156695,62.678,
3104,0.2787,111.48,
3105,0.4244,169.76,
3106,0.5631,225.24,
3107,0.637325,254.93,
3108,0.6635,265.4,
3109,0.72335,289.34,
3110,0.6976,279.04,
3111,0.632025,252.81,
3112,0.531825,212.73,
3113,0.402225,160.89,
3114,0.27175,108.7,
3115,0.1801875,72.075,
3116,0.0571625,22.865,
3117,0,0,
3118,0,0,
3119,0,0,
3120,0,0,
3121,0,0,
3122,0,0,
3123,0,0,
3124,0,0,
3125,0,0,
3126,0.0631675,25.267,
3127,0.211065,84.426,
3128,0.311825,124.73,
3129,0.441075,176.43,
3130,0.5583,223.32,
3131,0.643275,257.31,
3132,0.68815,275.26,
3133,0.6926,277.04,
3134,0.38755,155.02,
3135,0.314375,125.75,
3136,0.2068775,82.751,
3137,0.20183,80.732,
3138,0.2144975,85.799,
3139,0.1078575,43.143,
3140,0.0352275,14.091,
3141,0,0,
3142,0,0,
3143,0,0,
3144,0,0,
3145,0,0,
3146,0,0,
3147,0,0,
3148,0,0,
3149,0,0,
3150,0.0082895,3.3158,
3151,0.01696325,6.7853,
3152,0.0245105,9.8042,
3153,0.0564725,22.589,
3154,0.1025075,41.003,
3155,0.1642625,65.705,
3156,0.4636,185.44,
3157,0.38945,155.78,
3158,0.4861,194.44,
3159,0.426625,170.65,
3160,0.06922,27.688,
3161,0.275775,110.31,
3162,0.2211775,88.471,
3163,0.0987175,39.487,
3164,0.030785,12.314,
3165,0,0,
3166,0,0,
3167,0,0,
3168,0,0,
3169,0,0,
3170,0,0,
3171,0,0,
3172,0,0,
3173,0,0,
3174,0.01783575,7.1343,
3175,0.0449625,17.985,
3176,0.093945,37.578,
3177,0.23019,92.076,
3178,0.349275,139.71,
3179,0.425275,170.11,
3180,0.534375,213.75,
3181,0.268825,107.53,
3182,0.6646,265.84,
3183,0.386725,154.69,
3184,0.451475,180.59,
3185,0.3178,127.12,
3186,0.22486,89.944,
3187,0.16385,65.54,
3188,0.02227825,8.9113,
3189,0,0,
3190,0,0,
3191,0,0,
3192,0,0,
3193,0,0,
3194,0,0,
3195,0,0,
3196,0,0,
3197,0,0,
3198,0.0346025,13.841,
3199,0.0863325,34.533,
3200,0.269125,107.65,
3201,0.434875,173.95,
3202,0.55275,221.1,
3203,0.63605,254.42,
3204,0.360375,144.15,
3205,0.319025,127.61,
3206,0.611925,244.77,
3207,0.426375,170.55,
3208,0.30865,123.46,
3209,0.12134,48.536,
3210,0.2140575,85.623,
3211,0.0855175,34.207,
3212,0.0219795,8.7918,
3213,0,0,
3214,0,0,
3215,0,0,
3216,0,0,
3217,0,0,
3218,0,0,
3219,0,0,
3220,0,0,
3221,0,0,
3222,0.0719325,28.773,
3223,0.2112875,84.515,
3224,0.31335,125.34,
3225,0.44355,177.42,
3226,0.558625,223.45,
3227,0.577275,230.91,
3228,0.678025,271.21,
3229,0.695775,278.31,
3230,0.614125,245.65,
3231,0.557825,223.13,
3232,0.47755,191.02,
3233,0.40015,160.06,
3234,0.2746,109.84,
3235,0.179845,71.938,
3236,0.0510525,20.421,
3237,0,0,
3238,0,0,
3239,0,0,
3240,0,0,
3241,0,0,
3242,0,0,
3243,0,0,
3244,0,0,
3245,0,0,
3246,0.01397475,5.5899,
3247,0.047155,18.862,
3248,0.1045025,41.801,
3249,0.1270525,50.821,
3250,0.206055,82.422,
3251,0.25985,103.94,
3252,0.5111,204.44,
3253,0.45445,181.78,
3254,0.4432,177.28,
3255,0.29625,118.5,
3256,0.2281225,91.249,
3257,0.18955,75.82,
3258,0.1297275,51.891,
3259,0.07665,30.66,
3260,0.02034025,8.1361,
3261,0,0,
3262,0,0,
3263,0,0,
3264,0,0,
3265,0,0,
3266,0,0,
3267,0,0,
3268,0,0,
3269,0,0,
3270,0.01476625,5.9065,
3271,0.066385,26.554,
3272,0.1608175,64.327,
3273,0.409175,163.67,
3274,0.52975,211.9,
3275,0.61305,245.22,
3276,0.6618,264.72,
3277,0.675975,270.39,
3278,0.654925,261.97,
3279,0.597875,239.15,
3280,0.50625,202.5,
3281,0.388425,155.37,
3282,0.269,107.6,
3283,0.1750575,70.023,
3284,0.0713325,28.533,
3285,0,0,
3286,0,0,
3287,0,0,
3288,0,0,
3289,0,0,
3290,0,0,
3291,0,0,
3292,0,0,
3293,0,0,
3294,0.0327325,13.093,
3295,0.174535,69.814,
3296,0.28785,115.14,
3297,0.410175,164.07,
3298,0.397625,159.05,
3299,0.3438,137.52,
3300,0.411675,164.67,
3301,0.5003,200.12,
3302,0.2703,108.12,
3303,0.209815,83.926,
3304,0.21313,85.252,
3305,0.1243425,49.737,
3306,0.087315,34.926,
3307,0.0787375,31.495,
3308,0.01819575,7.2783,
3309,0,0,
3310,0,0,
3311,0,0,
3312,0,0,
3313,0,0,
3314,0,0,
3315,0,0,
3316,0,0,
3317,0,0,
3318,0.023666,9.4664,
3319,0.00762375,3.0495,
3320,0.0318025,12.721,
3321,0.07634,30.536,
3322,0.13776,55.104,
3323,0.1341425,53.657,
3324,0.1098,43.92,
3325,0.0961525,38.461,
3326,0.10648,42.592,
3327,0.1039475,41.579,
3328,0.10397,41.588,
3329,0.0662775,26.511,
3330,0.0603025,24.121,
3331,0.045995,18.398,
3332,0.01444925,5.7797,
3333,0,0,
3334,0,0,
3335,0,0,
3336,0,0,
3337,0,0,
3338,0,0,
3339,0,0,
3340,0,0,
3341,0,0,
3342,0.0605175,24.207,
3343,0.2111125,84.445,
3344,0.322775,129.11,
3345,0.386775,154.71,
3346,0.47855,191.42,
3347,0.521775,208.71,
3348,0.3125,125,
3349,0.4858,194.32,
3350,0.460425,184.17,
3351,0.443675,177.47,
3352,0.4393,175.72,
3353,0.259625,103.85,
3354,0.2458075,98.323,
3355,0.1747125,69.885,
3356,0.0680825,27.233,
3357,0,0,
3358,0,0,
3359,0,0,
3360,0,0,
3361,0,0,
3362,0,0,
3363,0,0,
3364,0,0,
3365,0,0,
3366,0.083795,33.518,
3367,0.2260275,90.411,
3368,0.328975,131.59,
3369,0.4581,183.24,
3370,0.574425,229.77,
3371,0.658625,263.45,
3372,0.69995,279.98,
3373,0.684025,273.61,
3374,0.59655,238.62,
3375,0.495625,198.25,
3376,0.521475,208.59,
3377,0.407775,163.11,
3378,0.265775,106.31,
3379,0.0983375,39.335,
3380,0.0270375,10.815,
3381,0,0,
3382,0,0,
3383,0,0,
3384,0,0,
3385,0,0,
3386,0,0,
3387,0,0,
3388,0,0,
3389,0,0,
3390,0.0956425,38.257,
3391,0.20142,80.568,
3392,0.3213,128.52,
3393,0.451425,180.57,
3394,0.567125,226.85,
3395,0.65,260,
3396,0.69625,278.5,
3397,0.708375,283.35,
3398,0.68655,274.62,
3399,0.62825,251.3,
3400,0.5338,213.52,
3401,0.4116,164.64,
3402,0.2794,111.76,
3403,0.114905,45.962,
3404,0.055215,22.086,
3405,0,0,
3406,0,0,
3407,0,0,
3408,0,0,
3409,0,0,
3410,0,0,
3411,0,0,
3412,0,0,
3413,0.00145525,0.5821,
3414,0.06075,24.3,
3415,0.162055,64.822,
3416,0.3144,125.76,
3417,0.436025,174.41,
3418,0.51795,207.18,
3419,0.6024,240.96,
3420,0.596975,238.79,
3421,0.442525,177.01,
3422,0.5397,215.88,
3423,0.482075,192.83,
3424,0.280125,112.05,
3425,0.2038375,81.535,
3426,0.1155175,46.207,
3427,0.0794825,31.793,
3428,0.0342975,13.719,
3429,0,0,
3430,0,0,
3431,0,0,
3432,0,0,
3433,0,0,
3434,0,0,
3435,0,0,
3436,0,0,
3437,0,0,
3438,0.0513625,20.545,
3439,0.1821875,72.875,
3440,0.23481,93.924,
3441,0.1601375,64.055,
3442,0.3757,150.28,
3443,0.377225,150.89,
3444,0.387175,154.87,
3445,0.4065,162.6,
3446,0.299875,119.95,
3447,0.1458425,58.337,
3448,0.1296025,51.841,
3449,0.32745,130.98,
3450,0.2324125,92.965,
3451,0.107045,42.818,
3452,0.0402125,16.085,
3453,0,0,
3454,0,0,
3455,0,0,
3456,0,0,
3457,0,0,
3458,0,0,
3459,0,0,
3460,0,0,
3461,0,0,
3462,0.02662,10.648,
3463,0.0711125,28.445,
3464,0.136735,54.694,
3465,0.273075,109.23,
3466,0.43545,174.18,
3467,0.6207,248.28,
3468,0.701225,280.49,
3469,0.667275,266.91,
3470,0.660125,264.05,
3471,0.5791,231.64,
3472,0.3483,139.32,
3473,0.27195,108.78,
3474,0.203515,81.406,
3475,0.134245,53.698,
3476,0.0449125,17.965,
3477,0,0,
3478,0,0,
3479,0,0,
3480,0,0,
3481,0,0,
3482,0,0,
3483,0,0,
3484,0,0,
3485,0.00292525,1.1701,
3486,0.07316,29.264,
3487,0.219815,87.926,
3488,0.3293,131.72,
3489,0.45385,181.54,
3490,0.571525,228.61,
3491,0.655525,262.21,
3492,0.7029,281.16,
3493,0.7135,285.4,
3494,0.689725,275.89,
3495,0.631275,252.51,
3496,0.5386,215.44,
3497,0.419075,167.63,
3498,0.2943,117.72,
3499,0.1998725,79.949,
3500,0.0974325,38.973,
3501,0,0,
3502,0,0,
3503,0,0,
3504,0,0,
3505,0,0,
3506,0,0,
3507,0,0,
3508,0,0,
3509,0.00644125,2.5765,
3510,0.1150375,46.015,
3511,0.2288575,91.543,
3512,0.33025,132.1,
3513,0.456925,182.77,
3514,0.5687,227.48,
3515,0.6499,259.96,
3516,0.697075,278.83,
3517,0.7078,283.12,
3518,0.68495,273.98,
3519,0.626275,250.51,
3520,0.534525,213.81,
3521,0.416625,166.65,
3522,0.292725,117.09,
3523,0.19794,79.176,
3524,0.0984625,39.385,
3525,0,0,
3526,0,0,
3527,0,0,
3528,0,0,
3529,0,0,
3530,0,0,
3531,0,0,
3532,0,0,
3533,0,0,
3534,0.04622,18.488,
3535,0.0847175,33.887,
3536,0.1245775,49.831,
3537,0.102645,41.058,
3538,0.302025,120.81,
3539,0.44865,179.46,
3540,0.0601575,24.063,
3541,0.1949575,77.983,
3542,0.28225,112.9,
3543,0.5462,218.48,
3544,0.490425,196.17,
3545,0.27165,108.66,
3546,0.1418775,56.751,
3547,0.09557,38.228,
3548,0.03219,12.876,
3549,0,0,
3550,0,0,
3551,0,0,
3552,0,0,
3553,0,0,
3554,0,0,
3555,0,0,
3556,0,0,
3557,0,0,
3558,0.03038,12.152,
3559,0.1415025,56.601,
3560,0.22925,91.7,
3561,0.39755,159.02,
3562,0.52325,209.3,
3563,0.6129,245.16,
3564,0.66,264,
3565,0.6723,268.92,
3566,0.65135,260.54,
3567,0.5963,238.52,
3568,0.50865,203.46,
3569,0.395075,158.03,
3570,0.279125,111.65,
3571,0.1867775,74.711,
3572,0.08194,32.776,
3573,0,0,
3574,0,0,
3575,0,0,
3576,0,0,
3577,0,0,
3578,0,0,
3579,0,0,
3580,0,0,
3581,0,0,
3582,0.030065,12.026,
3583,0.09717,38.868,
3584,0.1967075,78.683,
3585,0.325475,130.19,
3586,0.285625,114.25,
3587,0.542375,216.95,
3588,0.582125,232.85,
3589,0.510075,204.03,
3590,0.2046225,81.849,
3591,0.2286525,91.461,
3592,0.1912025,76.481,
3593,0.21946,87.784,
3594,0.259425,103.77,
3595,0.114845,45.938,
3596,0.0543225,21.729,
3597,0,0,
3598,0,0,
3599,0,0,
3600,0,0,
3601,0,0,
3602,0,0,
3603,0,0,
3604,0,0,
3605,0.0044785,1.7914,
3606,0.0462175,18.487,
3607,0.1553525,62.141,
3608,0.3231,129.24,
3609,0.42215,168.86,
3610,0.5111,204.44,
3611,0.588825,235.53,
3612,0.26325,105.3,
3613,0.27275,109.1,
3614,0.36835,147.34,
3615,0.146,58.4,
3616,0.205,82,
3617,0.12438,49.752,
3618,0.2749,109.96,
3619,0.1002075,40.083,
3620,0.0770325,30.813,
3621,0,0,
3622,0,0,
3623,0,0,
3624,0,0,
3625,0,0,
3626,0,0,
3627,0,0,
3628,0,0,
3629,-0.0003825,-0.153,
3630,0.0263925,10.557,
3631,0.06492,25.968,
3632,0.1801325,72.053,
3633,0.34775,139.1,
3634,0.50545,202.18,
3635,0.627975,251.19,
3636,0.65555,262.22,
3637,0.681925,272.77,
3638,0.659475,263.79,
3639,0.56985,227.94,
3640,0.559025,223.61,
3641,0.4381,175.24,
3642,0.31085,124.34,
3643,0.2106075,84.243,
3644,0.1088675,43.547,
3645,0,0,
3646,0,0,
3647,0,0,
3648,0,0,
3649,0,0,
3650,0,0,
3651,0,0,
3652,0,0,
3653,0.01196325,4.7853,
3654,0.115195,46.078,
3655,0.245535,98.214,
3656,0.354825,141.93,
3657,0.486825,194.73,
3658,0.601925,240.77,
3659,0.682925,273.17,
3660,0.73115,292.46,
3661,0.74145,296.58,
3662,0.717475,286.99,
3663,0.657475,262.99,
3664,0.56425,225.7,
3665,0.441825,176.73,
3666,0.311325,124.53,
3667,0.20933,83.732,
3668,0.104035,41.614,
3669,0,0,
3670,0,0,
3671,0,0,
3672,0,0,
3673,0,0,
3674,0,0,
3675,0,0,
3676,0,0,
3677,0.003291,1.3164,
3678,0.0820975,32.839,
3679,0.219305,87.722,
3680,0.329975,131.99,
3681,0.457475,182.99,
3682,0.570625,228.25,
3683,0.6534,261.36,
3684,0.6995,279.8,
3685,0.710125,284.05,
3686,0.68515,274.06,
3687,0.5253,210.12,
3688,0.506575,202.63,
3689,0.42,168,
3690,0.29405,117.62,
3691,0.196485,78.594,
3692,0.0988625,39.545,
3693,0,0,
3694,0,0,
3695,0,0,
3696,0,0,
3697,0,0,
3698,0,0,
3699,0,0,
3700,0,0,
3701,0.003175,1.27,
3702,0.0724025,28.961,
3703,0.216665,86.666,
3704,0.32715,130.86,
3705,0.452625,181.05,
3706,0.562975,225.19,
3707,0.64165,256.66,
3708,0.6871,274.84,
3709,0.69945,279.78,
3710,0.67925,271.7,
3711,0.62305,249.22,
3712,0.53555,214.22,
3713,0.419775,167.91,
3714,0.29475,117.9,
3715,0.194465,77.786,
3716,0.0931925,37.277,
3717,0,0,
3718,0,0,
3719,0,0,
3720,0,0,
3721,0,0,
3722,0,0,
3723,0,0,
3724,0,0,
3725,0.000407,0.1628,
3726,0.0498025,19.921,
3727,0.14405,57.62,
3728,0.286675,114.67,
3729,0.43,172,
3730,0.54005,216.02,
3731,0.624,249.6,
3732,0.6147,245.88,
3733,0.61715,246.86,
3734,0.3127,125.08,
3735,0.148365,59.346,
3736,0.079035,31.614,
3737,0.118845,47.538,
3738,0.06492,25.968,
3739,0.0534725,21.389,
3740,0.0310525,12.421,
3741,0,0,
3742,0,0,
3743,0,0,
3744,0,0,
3745,0,0,
3746,0,0,
3747,0,0,
3748,0,0,
3749,0,0,
3750,0.050455,20.182,
3751,0.1503425,60.137,
3752,0.298125,119.25,
3753,0.2813,112.52,
3754,0.5211,208.44,
3755,0.545175,218.07,
3756,0.667175,266.87,
3757,0.6724,268.96,
3758,0.650125,260.05,
3759,0.53345,213.38,
3760,0.37015,148.06,
3761,0.1206425,48.257,
3762,0.07964,31.856,
3763,0.0403275,16.131,
3764,0.02855,11.42,
3765,0,0,
3766,0,0,
3767,0,0,
3768,0,0,
3769,0,0,
3770,0,0,
3771,0,0,
3772,0,0,
3773,0,0,
3774,0.02513,10.052,
3775,0.049435,19.774,
3776,0.1425575,57.023,
3777,0.16849,67.396,
3778,0.198665,79.466,
3779,0.2184025,87.361,
3780,0.3321,132.84,
3781,0.390075,156.03,
3782,0.5346,213.84,
3783,0.559275,223.71,
3784,0.5298,211.92,
3785,0.319025,127.61,
3786,0.2748,109.92,
3787,0.1837875,73.515,
3788,0.064375,25.75,
3789,0,0,
3790,0,0,
3791,0,0,
3792,0,0,
3793,0,0,
3794,0,0,
3795,0,0,
3796,0,0,
3797,0,0,
3798,0.00018475,0.0739,
3799,0.016105,6.442,
3800,0.03451,13.804,
3801,0.1058125,42.325,
3802,0.1095225,43.809,
3803,0.1452375,58.095,
3804,0.1491025,59.641,
3805,0.213885,85.554,
3806,0.1971025,78.841,
3807,0.21805,87.22,
3808,0.18149,72.596,
3809,0.1680125,67.205,
3810,0.1427675,57.107,
3811,0.118355,47.342,
3812,0.08356,33.424,
3813,0,0,
3814,0,0,
3815,0,0,
3816,0,0,
3817,0,0,
3818,0,0,
3819,0,0,
3820,0,0,
3821,0.00425225,1.7009,
3822,0.1208375,48.335,
3823,0.23916,95.664,
3824,0.350025,140.01,
3825,0.4808,192.32,
3826,0.594875,237.95,
3827,0.65915,263.66,
3828,0.4615,184.6,
3829,0.530425,212.17,
3830,0.5098,203.92,
3831,0.643575,257.43,
3832,0.302575,121.03,
3833,0.42,168,
3834,0.30335,121.34,
3835,0.1345525,53.821,
3836,0.0474825,18.993,
3837,-0.0004615,-0.1846,
3838,0,0,
3839,0,0,
3840,0,0,
3841,0,0,
3842,0,0,
3843,0,0,
3844,0,0,
3845,0.00426825,1.7073,
3846,0.05584,22.336,
3847,0.065595,26.238,
3848,0.0838725,33.549,
3849,0.114395,45.758,
3850,0.1364775,54.591,
3851,0.305675,122.27,
3852,0.326475,130.59,
3853,0.3479,139.16,
3854,0.15352,61.408,
3855,0.21281,85.124,
3856,0.3382,135.28,
3857,0.1514975,60.599,
3858,0.1129125,45.165,
3859,0.0824675,32.987,
3860,0.04896,19.584,
3861,-0.0004575,-0.183,
3862,0,0,
3863,0,0,
3864,0,0,
3865,0,0,
3866,0,0,
3867,0,0,
3868,0,0,
3869,0.00141675,0.5667,
3870,0.00306975,1.2279,
3871,0.0762075,30.483,
3872,0.1403425,56.137,
3873,0.13702,54.808,
3874,0.3901,156.04,
3875,0.615325,246.13,
3876,0.6677,267.08,
3877,0.64965,259.86,
3878,0.5558,222.32,
3879,0.470625,188.25,
3880,0.419975,167.99,
3881,0.251875,100.75,
3882,0.16803,67.212,
3883,0.1194125,47.765,
3884,0.0462725,18.509,
3885,0.00055375,0.2215,
3886,0,0,
3887,0,0,
3888,0,0,
3889,0,0,
3890,0,0,
3891,0,0,
3892,0,0,
3893,0.0014595,0.5838,
3894,0.0256725,10.269,
3895,0.182975,73.19,
3896,0.29575,118.3,
3897,0.4269,170.76,
3898,0.5859,234.36,
3899,0.592575,237.03,
3900,0.2055175,82.207,
3901,0.60775,243.1,
3902,0.646375,258.55,
3903,0.5426,217.04,
3904,0.51205,204.82,
3905,0.42295,169.18,
3906,0.241555,96.622,
3907,0.09514,38.056,
3908,0.0541875,21.675,
3909,0,0,
3910,0,0,
3911,0,0,
3912,0,0,
3913,0,0,
3914,0,0,
3915,0,0,
3916,0,0,
3917,-0.00036825,-0.1473,
3918,0.08228,32.912,
3919,0.2183475,87.339,
3920,0.336825,134.73,
3921,0.441375,176.55,
3922,0.573075,229.23,
3923,0.656675,262.67,
3924,0.611625,244.65,
3925,0.521775,208.71,
3926,0.374525,149.81,
3927,0.305575,122.23,
3928,0.1796425,71.857,
3929,0.1584875,63.395,
3930,0.1757625,70.305,
3931,0.08286,33.144,
3932,0.053215,21.286,
3933,0,0,
3934,0,0,
3935,0,0,
3936,0,0,
3937,0,0,
3938,0,0,
3939,0,0,
3940,0,0,
3941,0.000421,0.1684,
3942,0.0157625,6.305,
3943,0.0469,18.76,
3944,0.17016,68.064,
3945,0.253925,101.57,
3946,0.373925,149.57,
3947,0.520275,208.11,
3948,0.56985,227.94,
3949,0.560175,224.07,
3950,0.554975,221.99,
3951,0.5476,219.04,
3952,0.4936,197.44,
3953,0.271625,108.65,
3954,0.171635,68.654,
3955,0.15902,63.608,
3956,0.07159,28.636,
3957,-0.00047725,-0.1909,
3958,0,0,
3959,0,0,
3960,0,0,
3961,0,0,
3962,0,0,
3963,0,0,
3964,0,0,
3965,0.0032515,1.3006,
3966,0.043265,17.306,
3967,0.104,41.6,
3968,0.1059725,42.389,
3969,0.27705,110.82,
3970,0.504525,201.81,
3971,0.419775,167.91,
3972,0.269075,107.63,
3973,0.16694,66.776,
3974,0.1566475,62.659,
3975,0.4109,164.36,
3976,0.27905,111.62,
3977,0.2664,106.56,
3978,0.141975,56.79,
3979,0.0584875,23.395,
3980,0.0264775,10.591,
3981,0.00042475,0.1699,
3982,0,0,
3983,0,0,
3984,0,0,
3985,0,0,
3986,0,0,
3987,0,0,
3988,0,0,
