HourOfYear,PV_kWh_per_kWp,,
5195,0.581175,232.47,
5196,0.634325,253.73,
5197,0.6521,260.84,
5198,0.63605,254.42,
5199,0.582275,232.91,
5200,0.4904,196.16,
5201,0.36645,146.58,
5202,0.21463,85.852,
5203,0.093855,37.542,
5204,0.0298925,11.957,
5205,0,0,
5206,0,0,
5207,0,0,
5208,0,0,
5209,0,0,
5210,0,0,
5211,0,0,
5212,0,0,
5213,0,0,
5214,0.00274775,1.0991,
5215,0.07604,30.416,
5216,0.261375,104.55,
5217,0.37905,151.62,
5218,0.498525,199.41,
5219,0.592425,236.97,
5220,0.642825,257.13,
5221,0.657425,262.97,
5222,0.617925,247.17,
5223,0.5382,215.28,
5224,0.37095,148.38,
5225,0.2273225,90.929,
5226,0.0538275,21.531,
5227,0.046985,18.794,
5228,0.032795,13.118,
5229,0,0,
5230,0,0,
5231,0,0,
5232,0,0,
5233,0,0,
5234,0,0,
5235,0,0,
5236,0,0,
5237,0,0,
5238,0.0226225,9.049,
5239,0.0981875,39.275,
5240,0.1609075,64.363,
5241,0.110705,44.282,
5242,0.128955,51.582,
5243,0.2108225,84.329,
5244,0.21168,84.672,
5245,0.250725,100.29,
5246,0.3215,128.6,
5247,0.4217,168.68,
5248,0.30915,123.66,
5249,0.0949475,37.979,
5250,0.06562,26.248,
5251,0.0269625,10.785,
5252,0.0185775,7.431,
5253,0,0,
5254,0,0,
5255,0,0,
5256,0,0,
5257,0,0,
5258,0,0,
5259,0,0,
5260,0,0,
5261,0,0,
5262,0,0,
5263,0.0093165,3.7266,
5264,0.0319325,12.773,
5265,0.08094,32.376,
5266,0.0563225,22.529,
5267,0.138175,55.27,
5268,0.181535,72.614,
5269,0.1468975,58.759,
5270,0.1235175,49.407,
5271,0.26715,106.86,
5272,0.18998,75.992,
5273,0.17813,71.252,
5274,0.0979275,39.171,
5275,0.0414775,16.591,
5276,0.0155705,6.2282,
5277,0,0,
5278,0,0,
5279,0,0,
5280,0,0,
5281,0,0,
5282,0,0,
5283,0,0,
5284,0,0,
5285,0,0,
5286,0.00121125,0.4845,
5287,0.0500575,20.023,
5288,0.117275,46.91,
5289,0.310225,124.09,
5290,0.4889,195.56,
5291,0.51985,207.94,
5292,0.455825,182.33,
5293,0.4883,195.32,
5294,0.5556,222.24,
5295,0.4833,193.32,
5296,0.373,149.2,
5297,0.250725,100.29,
5298,0.2245775,89.831,
5299,0.151825,60.73,
5300,0.0206065,8.2426,
5301,0,0,
5302,0,0,
5303,0,0,
5304,0,0,
5305,0,0,
5306,0,0,
5307,0,0,
5308,0,0,
5309,0,0,
5310,0.0020285,0.8114,
5311,0.0362075,14.483,
5312,0.1234825,49.393,
5313,0.1452575,58.103,
5314,0.379575,151.83,
5315,0.468775,187.51,
5316,0.468275,187.31,
5317,0.181475,72.59,
5318,0.1854975,74.199,
5319,0.34015,136.06,
5320,0.336725,134.69,
5321,0.2013025,80.521,
5322,0.131155,52.462,
5323,0.0599925,23.997,
5324,0.03033,12.132,
5325,0,0,
5326,0,0,
5327,0,0,
5328,0,0,
5329,0,0,
5330,0,0,
5331,0,0,
5332,0,0,
5333,0,0,
5334,0.0088555,3.5422,
5335,0.0321675,12.867,
5336,0.0864875,34.595,
5337,0.175865,70.346,
5338,0.1045925,41.837,
5339,0.2133,85.32,
5340,0.33475,133.9,
5341,0.365025,146.01,
5342,0.280725,112.29,
5343,0.1733425,69.337,
5344,0.15598,62.392,
5345,0.15962,63.848,
5346,0.115735,46.294,
5347,0.033915,13.566,
5348,0.01546925,6.1877,
5349,0,0,
5350,0,0,
5351,0,0,
5352,0,0,
5353,0,0,
5354,0,0,
5355,0,0,
5356,0,0,
5357,0,0,
5358,0.005898,2.3592,
5359,0.0717475,28.699,
5360,0.1465325,58.613,
5361,0.2078775,83.151,
5362,0.30845,123.38,
5363,0.2851,114.04,
5364,0.348875,139.55,
5365,0.3058,122.32,
5366,0.19074,76.296,
5367,0.183725,73.49,
5368,0.11183,44.732,
5369,0.0714275,28.571,
5370,0.06057,24.228,
5371,0.03149,12.596,
5372,0.017806,7.1224,
5373,0,0,
5374,0,0,
5375,0,0,
5376,0,0,
5377,0,0,
5378,0,0,
5379,0,0,
5380,0,0,
5381,0,0,
5382,0.00124,0.496,
5383,0.0474525,18.981,
5384,0.237285,94.914,
5385,0.23047,92.188,
5386,0.3246,129.84,
5387,0.334425,133.77,
5388,0.488025,195.21,
5389,0.310675,124.27,
5390,0.2512,100.48,
5391,0.303875,121.55,
5392,0.1635675,65.427,
5393,0.263925,105.57,
5394,0.07574,30.296,
5395,0.1259875,50.395,
5396,0.02486225,9.9449,
5397,0,0,
5398,0,0,
5399,0,0,
5400,0,0,
5401,0,0,
5402,0,0,
5403,0,0,
5404,0,0,
5405,0,0,
5406,0.014791,5.9164,
5407,0.14505,58.02,
5408,0.26465,105.86,
5409,0.353825,141.53,
5410,0.457975,183.19,
5411,0.412625,165.05,
5412,0.574425,229.77,
5413,0.358375,143.35,
5414,0.376,150.4,
5415,0.437725,175.09,
5416,0.47425,189.7,
5417,0.33055,132.22,
5418,0.2077425,83.097,
5419,0.138675,55.47,
5420,0.0358025,14.321,
5421,0,0,
5422,0,0,
5423,0,0,
5424,0,0,
5425,0,0,
5426,0,0,
5427,0,0,
5428,0,0,
5429,0,0,
5430,0.006364,2.5456,
5431,0.073555,29.422,
5432,0.182425,72.97,
5433,0.3159,126.36,
5434,0.44225,176.9,
5435,0.470075,188.03,
5436,0.397425,158.97,
5437,0.302675,121.07,
5438,0.35925,143.7,
5439,0.29805,119.22,
5440,0.166355,66.542,
5441,0.123645,49.458,
5442,0.0688075,27.523,
5443,0.0656,26.24,
5444,0.010634,4.2536,
5445,0,0,
5446,0,0,
5447,0,0,
5448,0,0,
5449,0,0,
5450,0,0,
5451,0,0,
5452,0,0,
5453,0,0,
5454,0.00401875,1.6075,
5455,0.13915,55.66,
5456,0.24429,97.716,
5457,0.350875,140.35,
5458,0.46735,186.94,
5459,0.558225,223.29,
5460,0.6144,245.76,
5461,0.63145,252.58,
5462,0.61335,245.34,
5463,0.55675,222.7,
5464,0.4643,185.72,
5465,0.34735,138.94,
5466,0.24011,96.044,
5467,0.1502025,60.081,
5468,0.0303625,12.145,
5469,0,0,
5470,0,0,
5471,0,0,
5472,0,0,
5473,0,0,
5474,0,0,
5475,0,0,
5476,0,0,
5477,0,0,
5478,0,0,
5479,0.0001755,0.0702,
5480,0.0545175,21.807,
5481,0.073805,29.522,
5482,0.323275,129.31,
5483,0.497775,199.11,
5484,0.469125,187.65,
5485,0.358375,143.35,
5486,0.519825,207.93,
5487,0.439525,175.81,
5488,0.3838,153.52,
5489,0.246275,98.51,
5490,0.135345,54.138,
5491,0.07826,31.304,
5492,0.0120655,4.8262,
5493,0,0,
5494,0,0,
5495,0,0,
5496,0,0,
5497,0,0,
5498,0,0,
5499,0,0,
5500,0,0,
5501,0,0,
5502,0,0,
5503,0.01450775,5.8031,
5504,0.02479475,9.9179,
5505,0.034745,13.898,
5506,0.0738125,29.525,
5507,0.1287,51.48,
5508,0.1822575,72.903,
5509,0.193495,77.398,
5510,0.12832,51.328,
5511,0.10124,40.496,
5512,0.12313,49.252,
5513,0.1393975,55.759,
5514,0.0531175,21.247,
5515,0.04146,16.584,
5516,0.00396725,1.5869,
5517,0,0,
5518,0,0,
5519,0,0,
5520,0,0,
5521,0,0,
5522,0,0,
5523,0,0,
5524,0,0,
5525,0,0,
5526,0,0,
5527,0.0046545,1.8618,
5528,0.0360025,14.401,
5529,0.165565,66.226,
5530,0.20677,82.708,
5531,0.28025,112.1,
5532,0.183155,73.262,
5533,0.191315,76.526,
5534,0.138575,55.43,
5535,0.1143375,45.735,
5536,0.056875,22.75,
5537,0.103975,41.59,
5538,0.1048525,41.941,
5539,0.04574,18.296,
5540,0.000413,0.1652,
5541,0,0,
5542,0,0,
5543,0,0,
5544,0,0,
5545,0,0,
5546,0,0,
5547,0,0,
5548,0,0,
5549,0,0,
5550,0.0064285,2.5714,
5551,0.059435,23.774,
5552,0.251475,100.59,
5553,0.3542,141.68,
5554,0.316675,126.67,
5555,0.485975,194.39,
5556,0.504025,201.61,
5557,0.2069125,82.765,
5558,0.187945,75.178,
5559,0.216195,86.478,
5560,0.286725,114.69,
5561,0.2104725,84.189,
5562,0.0716725,28.669,
5563,0.059205,23.682,
5564,0.01171075,4.6843,
5565,0,0,
5566,0,0,
5567,0,0,
5568,0,0,
5569,0,0,
5570,0,0,
5571,0,0,
5572,0,0,
5573,0,0,
5574,-0.00034875,-0.1395,
5575,0.07412,29.648,
5576,0.20331,81.324,
5577,0.311425,124.57,
5578,0.426825,170.73,
5579,0.44255,177.02,
5580,0.367325,146.93,
5581,0.37815,151.26,
5582,0.500825,200.33,
5583,0.419575,167.83,
5584,0.374325,149.73,
5585,0.2054725,82.189,
5586,0.1727,69.08,
5587,0.0452325,18.093,
5588,0,0,
5589,0,0,
5590,0,0,
5591,0,0,
5592,0,0,
5593,0,0,
5594,0,0,
5595,0,0,
5596,0,0,
5597,0,0,
5598,0.004093,1.6372,
5599,0.06319,25.276,
5600,0.21505,86.02,
5601,0.333575,133.43,
5602,0.45065,180.26,
5603,0.537925,215.17,
5604,0.59155,236.62,
5605,0.602875,241.15,
5606,0.571925,228.77,
5607,0.50035,200.14,
5608,0.4109,164.36,
5609,0.270675,108.27,
5610,0.08434,33.736,
5611,0.02368175,9.4727,
5612,0,0,
5613,0,0,
5614,0,0,
5615,0,0,
5616,0,0,
5617,0,0,
5618,0,0,
5619,0,0,
5620,0,0,
5621,0,0,
5622,0,0,
5623,0.00725125,2.9005,
5624,0.045915,18.366,
5625,0.0862125,34.485,
5626,0.1309725,52.389,
5627,0.149445,59.778,
5628,0.288975,115.59,
5629,0.600325,240.13,
5630,0.582725,233.09,
5631,0.52185,208.74,
5632,0.42665,170.66,
5633,0.30965,123.86,
5634,0.207055,82.822,
5635,0.108,43.2,
5636,0.00168475,0.6739,
5637,0,0,
5638,0,0,
5639,0,0,
5640,0,0,
5641,0,0,
5642,0,0,
5643,0,0,
5644,0,0,
5645,0,0,
5646,0.00164075,0.6563,
5647,0.02060675,8.2427,
5648,0.10447,41.788,
5649,0.2382225,95.289,
5650,0.415925,166.37,
5651,0.520825,208.33,
5652,0.5311,212.44,
5653,0.4249,169.96,
5654,0.374825,149.93,
5655,0.398975,159.59,
5656,0.3109,124.36,
5657,0.164945,65.978,
5658,0.1192775,47.711,
5659,0.0419425,16.777,
5660,0,0,
5661,0,0,
5662,0,0,
5663,0,0,
5664,0,0,
5665,0,0,
5666,0,0,
5667,0,0,
5668,0,0,
5669,0,0,
5670,0,0,
5671,0.01186575,4.7463,
5672,0.039215,15.686,
5673,0.19159,76.636,
5674,0.298775,119.51,
5675,0.381925,152.77,
5676,0.4604,184.16,
5677,0.48395,193.58,
5678,0.426475,170.59,
5679,0.360025,144.01,
5680,0.249795,99.918,
5681,0.1981825,79.273,
5682,0.17703,70.812,
5683,0.107725,43.09,
5684,0,0,
5685,0,0,
5686,0,0,
5687,0,0,
5688,0,0,
5689,0,0,
5690,0,0,
5691,0,0,
5692,0,0,
5693,0,0,
5694,0,0,
5695,0.04638,18.552,
5696,0.1683825,67.353,
5697,0.315925,126.37,
5698,0.44355,177.42,
5699,0.54555,218.22,
5700,0.600075,240.03,
5701,0.614,245.6,
5702,0.580275,232.11,
5703,0.47235,188.94,
5704,0.200165,80.066,
5705,0.20443,81.772,
5706,0.1312825,52.513,
5707,0.082155,32.862,
5708,0,0,
5709,0,0,
5710,0,0,
5711,0,0,
5712,0,0,
5713,0,0,
5714,0,0,
5715,0,0,
5716,0,0,
5717,0,0,
5718,0,0,
5719,0.074145,29.658,
5720,0.229995,91.998,
5721,0.33345,133.38,
5722,0.451775,180.71,
5723,0.509025,203.61,
5724,0.2529,101.16,
5725,0.486775,194.71,
5726,0.51025,204.1,
5727,0.31745,126.98,
5728,0.276475,110.59,
5729,0.2354775,94.191,
5730,0.189875,75.95,
5731,0.0928725,37.149,
5732,0,0,
5733,0,0,
5734,0,0,
5735,0,0,
5736,0,0,
5737,0,0,
5738,0,0,
5739,0,0,
5740,0,0,
5741,0,0,
5742,0,0,
5743,0.067665,27.066,
5744,0.18014,72.056,
5745,0.2038425,81.537,
5746,0.1656,66.24,
5747,0.0656125,26.245,
5748,0.49255,197.02,
5749,0.476125,190.45,
5750,0.5195,207.8,
5751,0.308225,123.29,
5752,0.401425,160.57,
5753,0.286525,114.61,
5754,0.2046275,81.851,
5755,0.1001925,40.077,
5756,0,0,
5757,0,0,
5758,0,0,
5759,0,0,
5760,0,0,
5761,0,0,
5762,0,0,
5763,0,0,
5764,0,0,
5765,0,0,
5766,0,0,
5767,0.0447225,17.889,
5768,0.1383475,55.339,
5769,0.22273,89.092,
5770,0.34065,136.26,
5771,0.475675,190.27,
5772,0.5532,221.28,
5773,0.44415,177.66,
5774,0.381925,152.77,
5775,0.34295,137.18,
5776,0.23212,92.848,
5777,0.1503475,60.139,
5778,0.07279,29.116,
5779,0.0373325,14.933,
5780,0,0,
5781,0,0,
5782,0,0,
5783,0,0,
5784,0,0,
5785,0,0,
5786,0,0,
5787,0,0,
5788,0,0,
5789,0,0,
5790,0,0,
5791,0.0327825,13.113,
5792,0.12634,50.536,
5793,0.257225,102.89,
5794,0.409725,163.89,
5795,0.496375,198.55,
5796,0.519225,207.69,
5797,0.38865,155.46,
5798,0.411,164.4,
5799,0.365275,146.11,
5800,0.30385,121.54,
5801,0.201935,80.774,
5802,0.070455,28.182,
5803,0.02447625,9.7905,
5804,0,0,
5805,0,0,
5806,0,0,
5807,0,0,
5808,0,0,
5809,0,0,
5810,0,0,
5811,0,0,
5812,0,0,
5813,0,0,
5814,0,0,
5815,0.0119775,4.791,
5816,0.040205,16.082,
5817,0.2451275,98.051,
5818,0.1749675,69.987,
5819,0.27295,109.18,
5820,0.1257425,50.297,
5821,0.133695,53.478,
5822,0.1372325,54.893,
5823,0.0759575,30.383,
5824,0.1482425,59.297,
5825,0.108475,43.39,
5826,0.09322,37.288,
5827,0.0494075,19.763,
5828,0,0,
5829,0,0,
5830,0,0,
5831,0,0,
5832,0,0,
5833,0,0,
5834,0,0,
5835,0,0,
5836,0,0,
5837,0,0,
5838,0,0,
5839,0.002616,1.0464,
5840,0.0432875,17.315,
5841,0.092,36.8,
5842,0.0744425,29.777,
5843,0.0517275,20.691,
5844,0.120455,48.182,
5845,0.1155175,46.207,
5846,0.1410575,56.423,
5847,0.132295,52.918,
5848,0.114065,45.626,
5849,0.251875,100.75,
5850,0.200405,80.162,
5851,0.0537575,21.503,
5852,0,0,
5853,0,0,
5854,0,0,
5855,0,0,
5856,0,0,
5857,0,0,
5858,0,0,
5859,0,0,
5860,0,0,
5861,0,0,
5862,0,0,
5863,0.11339,45.356,
5864,0.220445,88.178,
5865,0.31455,125.82,
5866,0.433,173.2,
5867,0.420125,168.05,
5868,0.3922,156.88,
5869,0.522875,209.15,
5870,0.3805,152.2,
5871,0.39685,158.74,
5872,0.3526,141.04,
5873,0.286375,114.55,
5874,0.14679,58.716,
5875,0.036485,14.594,
5876,0,0,
5877,0,0,
5878,0,0,
5879,0,0,
5880,0,0,
5881,0,0,
5882,0,0,
5883,0,0,
5884,0,0,
5885,0,0,
5886,0,0,
5887,0.02340875,9.3635,
5888,0.047305,18.922,
5889,0.1029925,41.197,
5890,0.202665,81.066,
5891,0.1986625,79.465,
5892,0.1780925,71.237,
5893,0.0887775,35.511,
5894,0.156605,62.642,
5895,0.101325,40.53,
5896,0.1197225,47.889,
5897,0.107765,43.106,
5898,0.0450125,18.005,
5899,0.0268175,10.727,
5900,0,0,
5901,0,0,
5902,0,0,
5903,0,0,
5904,0,0,
5905,0,0,
5906,0,0,
5907,0,0,
5908,0,0,
5909,0,0,
5910,0,0,
5911,0.0044485,1.7794,
5912,0.0523175,20.927,
5913,0.1465175,58.607,
5914,0.2556,102.24,
5915,0.3072,122.88,
5916,0.4934,197.36,
5917,0.571975,228.79,
5918,0.5364,214.56,
5919,0.4493,179.72,
5920,0.1781275,71.251,
5921,0.06839,27.356,
5922,0.0583975,23.359,
5923,0.02282,9.128,
5924,0,0,
5925,0,0,
5926,0,0,
5927,0,0,
5928,0,0,
5929,0,0,
5930,0,0,
5931,0,0,
5932,0,0,
5933,0,0,
5934,0,0,
5935,0.0613775,24.551,
5936,0.1095625,43.825,
5937,0.1734725,69.389,
5938,0.22699,90.796,
5939,0.265575,106.23,
5940,0.3123,124.92,
5941,0.2681,107.24,
5942,0.131145,52.458,
5943,0.1762925,70.517,
5944,0.178475,71.39,
5945,0.110425,44.17,
5946,0.0884675,35.387,
5947,0.02656,10.624,
5948,0,0,
5949,0,0,
5950,0,0,
5951,0,0,
5952,0,0,
5953,0,0,
5954,0,0,
5955,0,0,
5956,0,0,
5957,0,0,
5958,0,0,
5959,0.0856875,34.275,
5960,0.215605,86.242,
5961,0.303675,121.47,
5962,0.3906,156.24,
5963,0.51285,205.14,
5964,0.570375,228.15,
5965,0.5322,212.88,
5966,0.55805,223.22,
5967,0.49385,197.54,
5968,0.390425,156.17,
5969,0.23259,93.036,
5970,0.0823925,32.957,
5971,0.0134965,5.3986,
5972,0,0,
5973,0,0,
5974,0,0,
5975,0,0,
5976,0,0,
5977,0,0,
5978,0,0,
5979,0,0,
5980,0,0,
5981,0,0,
5982,0,0,
5983,0,0,
5984,0.00231875,0.9275,
5985,0.0272375,10.895,
5986,0.06955,27.82,
5987,0.11497,45.988,
5988,0.3439,137.56,
5989,0.2422375,96.895,
5990,0.157975,63.19,
5991,0.1343425,53.737,
5992,0.2232575,89.303,
5993,0.186055,74.422,
5994,0.104485,41.794,
5995,0.02328525,9.3141,
5996,0,0,
5997,0,0,
5998,0,0,
5999,0,0,
6000,0,0,
6001,0,0,
6002,0,0,
6003,0,0,
6004,0,0,
6005,0,0,
6006,0,0,
6007,0.00750225,3.0009,
6008,0.0586375,23.455,
6009,0.1051925,42.077,
6010,0.129185,51.674,
6011,0.158295,63.318,
6012,0.1682675,67.307,
6013,0.2098025,83.921,
6014,0.34755,139.02,
6015,0.394325,157.73,
6016,0.2378375,95.135,
6017,0.11197,44.788,
6018,0.0761025,30.441,
6019,0.0148585,5.9434,
6020,0,0,
6021,0,0,
6022,0,0,
6023,0,0,
6024,0,0,
6025,0,0,
6026,0,0,
6027,0,0,
6028,0,0,
6029,0,0,
6030,0,0,
6031,0.00650375,2.6015,
6032,0.0990175,39.607,
6033,0.0877175,35.087,
6034,0.1644725,65.789,
6035,0.2190425,87.617,
6036,0.2883,115.32,
6037,0.484475,193.79,
6038,0.400975,160.39,
6039,0.2094125,83.765,
6040,0.23609,94.436,
6041,0.12431,49.724,
6042,0.08213,32.852,
6043,0.03686,14.744,
6044,0,0,
6045,0,0,
6046,0,0,
6047,0,0,
6048,0,0,
6049,0,0,
6050,0,0,
6051,0,0,
6052,0,0,
6053,0,0,
6054,0,0,
6055,0.0692225,27.689,
6056,0.2018725,80.749,
6057,0.290525,116.21,
6058,0.40385,161.54,
6059,0.495725,198.29,
6060,0.4626,185.04,
6061,0.4637,185.48,
6062,0.363825,145.53,
6063,0.3932,157.28,
6064,0.28665,114.66,
6065,0.135065,54.026,
6066,0.099945,39.978,
6067,0.03615,14.46,
6068,0,0,
6069,0,0,
6070,0,0,
6071,0,0,
6072,0,0,
6073,0,0,
6074,0,0,
6075,0,0,
6076,0,0,
6077,0,0,
6078,0,0,
6079,0.024049,9.6196,
6080,0.083205,33.282,
6081,0.26415,105.66,
6082,0.393175,157.27,
6083,0.488075,195.23,
6084,0.5286,211.44,
6085,0.39635,158.54,
6086,0.25155,100.62,
6087,0.1668925,66.757,
6088,0.086155,34.462,
6089,0.08314,33.256,
6090,0.0694175,27.767,
6091,0.004832,1.9328,
6092,0,0,
6093,0,0,
6094,0,0,
6095,0,0,
6096,0,0,
6097,0,0,
6098,0,0,
6099,0,0,
6100,0,0,
6101,0,0,
6102,0,0,
6103,0.0169095,6.7638,
6104,0.02922,11.688,
6105,0.092345,36.938,
6106,0.16807,67.228,
6107,0.21282,85.128,
6108,0.266925,106.77,
6109,0.377225,150.89,
6110,0.17696,70.784,
6111,0.34405,137.62,
6112,0.2702,108.08,
6113,0.2265625,90.625,
6114,0.15271,61.084,
6115,0.015777,6.3108,
6116,0,0,
6117,0,0,
6118,0,0,
6119,0,0,
6120,0,0,
6121,0,0,
6122,0,0,
6123,0,0,
6124,0,0,
6125,0,0,
6126,0,0,
6127,-0.000357,-0.1428,
6128,0.0315925,12.637,
6129,0.0786675,31.467,
6130,0.088885,35.554,
6131,0.11666,46.664,
6132,0.2185575,87.423,
6133,0.287675,115.07,
6134,0.1505975,60.239,
6135,0.1948575,77.943,
6136,0.165525,66.21,
6137,0.203225,81.29,
6138,0.1131325,45.253,
6139,0.01450225,5.8009,
6140,0,0,
6141,0,0,
6142,0,0,
6143,0,0,
6144,0,0,
6145,0,0,
6146,0,0,
6147,0,0,
6148,0,0,
6149,0,0,
6150,0,0,
6151,0.0792825,31.713,
6152,0.2002675,80.107,
6153,0.28345,113.38,
6154,0.393475,157.39,
6155,0.488775,195.51,
6156,0.545975,218.39,
6157,0.560075,224.03,
6158,0.5282,211.28,
6159,0.456475,182.59,
6160,0.3416,136.64,
6161,0.2466475,98.659,
6162,0.1640025,65.601,
6163,0.0268125,10.725,
6164,0,0,
6165,0,0,
6166,0,0,
6167,0,0,
6168,0,0,
6169,0,0,
6170,0,0,
6171,0,0,
6172,0,0,
6173,0,0,
6174,0,0,
6175,0.0399175,15.967,
6176,0.157675,63.07,
6177,0.26635,106.54,
6178,0.350025,140.01,
6179,0.46665,186.66,
6180,0.51155,204.62,
6181,0.528225,211.29,
6182,0.4835,193.4,
6183,0.4346,173.84,
6184,0.3362,134.48,
6185,0.2123725,84.949,
6186,0.12503,50.012,
6187,0.0030665,1.2266,
6188,0,0,
6189,0,0,
6190,0,0,
6191,0,0,
6192,0,0,
6193,0,0,
6194,0,0,
6195,0,0,
6196,0,0,
6197,0,0,
6198,0,0,
6199,0,0,
6200,0.0235045,9.4018,
6201,0.046615,18.646,
6202,0.0902325,36.093,
6203,0.06459,25.836,
6204,0.100675,40.27,
6205,0.0971525,38.861,
6206,0.0936775,37.471,
6207,0.1296275,51.851,
6208,0.1010625,40.425,
6209,0.0780725,31.229,
6210,0.05829,23.316,
6211,0,0,
6212,0,0,
6213,0,0,
6214,0,0,
6215,0,0,
6216,0,0,
6217,0,0,
6218,0,0,
6219,0,0,
6220,0,0,
6221,0,0,
6222,0,0,
6223,0.00110075,0.4403,
6224,0.0992975,39.719,
6225,0.2597,103.88,
6226,0.3549,141.96,
6227,0.262375,104.95,
6228,0.3112,124.48,
6229,0.1007875,40.315,
6230,0.087025,34.81,
6231,0.20436,81.744,
6232,0.22187,88.748,
6233,0.1603475,64.139,
6234,0.1230725,49.229,
6235,0.01185575,4.7423,
6236,0,0,
6237,0,0,
6238,0,0,
6239,0,0,
6240,0,0,
6241,0,0,
6242,0,0,
6243,0,0,
6244,0,0,
6245,0,0,
6246,0,0,
6247,0.02310575,9.2423,
6248,0.177165,70.866,
6249,0.2109575,84.383,
6250,0.339575,135.83,
6251,0.44735,178.94,
6252,0.276075,110.43,
6253,0.2090425,83.617,
6254,0.2154,86.16,
6255,0.34095,136.38,
6256,0.20919,83.676,
6257,0.1423525,56.941,
6258,0.087025,34.81,
6259,0.00856875,3.4275,
6260,0,0,
6261,0,0,
6262,0,0,
6263,0,0,
6264,0,0,
6265,0,0,
6266,0,0,
6267,0,0,
6268,0,0,
6269,0,0,
6270,0,0,
6271,0.019026,7.6104,
6272,0.137355,54.942,
6273,0.26815,107.26,
6274,0.375275,150.11,
6275,0.470225,188.09,
6276,0.346125,138.45,
6277,0.422575,169.03,
6278,0.3804,152.16,
6279,0.375325,150.13,
6280,0.261725,104.69,
6281,0.202205,80.882,
6282,0.14049,56.196,
6283,0,0,
6284,0,0,
6285,0,0,
6286,0,0,
6287,0,0,
6288,0,0,
6289,0,0,
6290,0,0,
6291,0,0,
6292,0,0,
6293,0,0,
6294,0,0,
6295,0.012795,5.118,
6296,0.117055,46.822,
6297,0.2485375,99.415,
6298,0.36605,146.42,
6299,0.46105,184.42,
6300,0.5185,207.4,
6301,0.530425,212.17,
6302,0.501525,200.61,
6303,0.427525,171.01,
6304,0.322475,128.99,
6305,0.229165,91.666,
6306,0.1378725,55.149,
6307,0,0,
6308,0,0,
6309,0,0,
6310,0,0,
6311,0,0,
6312,0,0,
6313,0,0,
6314,0,0,
6315,0,0,
6316,0,0,
6317,0,0,
6318,0,0,
6319,0.02436425,9.7457,
6320,0.157375,62.95,
6321,0.24842,99.368,
6322,0.353225,141.29,
6323,0.45235,180.94,
6324,0.50945,203.78,
6325,0.522475,208.99,
6326,0.491325,196.53,
6327,0.419575,167.83,
6328,0.316675,126.67,
6329,0.22782,91.128,
6330,0.1401425,56.057,
6331,0,0,
6332,0,0,
6333,0,0,
6334,0,0,
6335,0,0,
6336,0,0,
6337,0,0,
6338,0,0,
6339,0,0,
6340,0,0,
6341,0,0,
6342,0,0,
6343,0.0328625,13.145,
6344,0.17574,70.296,
6345,0.25535,102.14,
6346,0.355475,142.19,
6347,0.446175,178.47,
6348,0.48685,194.74,
6349,0.446375,178.55,
6350,0.4203,168.12,
6351,0.399275,159.71,
6352,0.295825,118.33,
6353,0.2088225,83.529,
6354,0.1132075,45.283,
6355,0,0,
6356,0,0,
6357,0,0,
6358,0,0,
6359,0,0,
6360,0,0,
6361,0,0,
6362,0,0,
6363,0,0,
6364,0,0,
6365,0,0,
6366,0,0,
6367,0,0,
6368,0.0138325,5.533,
6369,0.032705,13.082,
6370,0.0638725,25.549,
6371,0.0980625,39.225,
6372,0.1776575,71.063,
6373,0.2292625,91.705,
6374,0.0968975,38.759,
6375,0.0721,28.84,
6376,0.0660975,26.439,
6377,0.0603775,24.151,
6378,0.0310725,12.429,
6379,0,0,
6380,0,0,
6381,0,0,
6382,0,0,
6383,0,0,
6384,0,0,
6385,0,0,
6386,0,0,
6387,0,0,
6388,0,0,
6389,0,0,
6390,0,0,
6391,0.00404625,1.6185,
6392,0.11337,45.348,
6393,0.177505,71.002,
6394,0.265125,106.05,
6395,0.33655,134.62,
6396,0.36395,145.58,
6397,0.425825,170.33,
6398,0.27545,110.18,
6399,0.250275,100.11,
6400,0.1338175,53.527,
6401,0.0710325,28.413,
6402,0.0273325,10.933,
6403,0,0,
6404,0,0,
6405,0,0,
6406,0,0,
6407,0,0,
6408,0,0,
6409,0,0,
6410,0,0,
6411,0,0,
6412,0,0,
6413,0,0,
6414,0,0,
6415,0,0,
6416,0.02343725,9.3749,
6417,0.064145,25.658,
6418,0.099655,39.862,
6419,0.1369675,54.787,
6420,0.1757875,70.315,
6421,0.236375,94.55,
6422,0.307225,122.89,
6423,0.1232475,49.299,
6424,0.12502,50.008,
6425,0.1616175,64.647,
6426,0.04533,18.132,
6427,0,0,
6428,0,0,
6429,0,0,
6430,0,0,
6431,0,0,
6432,0,0,
6433,0,0,
6434,0,0,
6435,0,0,
6436,0,0,
6437,0,0,
6438,0,0,
6439,0,0,
6440,0.0365725,14.629,
6441,0.12948,51.792,
6442,0.229815,91.926,
6443,0.154225,61.69,
6444,0.1264725,50.589,
6445,0.11566,46.264,
6446,0.1011975,40.479,
6447,0.1103275,44.131,
6448,0.0804775,32.191,
6449,0.0502875,20.115,
6450,0.013894,5.5576,
6451,0,0,
6452,0,0,
6453,0,0,
6454,0,0,
6455,0,0,
6456,0,0,
6457,0,0,
6458,0,0,
6459,0,0,
6460,0,0,
6461,0,0,
6462,0,0,
6463,0,0,
6464,0.02346875,9.3875,
6465,0.101025,40.41,
